isin,name,type
DE000ST81HY2,KNO,"CAC 40 Mini Future Long 4.980 Open-End (SG)"
DE000ST86KS7,WNT,"DAX Inline 10.200-13.400 bis 2020/06 (SG)"
DE000ST86U59,WNT,"Commerzbank Call 9,50 bis 2022/12 (SG)"
DE000ST913D6,ZER,"ThyssenKrupp Bonus Cap 10 bis 2019/12 (SG)"
DE000ST97ZA0,WNT,"DAX Inline 10.400-13.000 bis 2020/03 (SG)"
DE000ST98YQ7,WNT,"Deutsche Telekom Stay High 14 bis 2019/12 (SG)"
DE000ST9BV59,WNT,"Dow Jones Call 25.500 bis 2021/09 (SG)"
DE000ST9DG98,WNT,"Dow Jones Put 26.500 bis 2019/11 (SG)"
DE000ST9WZL5,WNT,"Total Call 46 bis 2020/03 (SG)"
DE000STRA555,STK,"STRATEC"
DE000SYM9999,STK,"Symrise"
DE000TB27BR8,KNO,"BMW/TUBD Opt"
DE000TCAG172,STK,"Tele Columbus"
DE000TD00SF0,IND,"Faktor 10x Short HSBC FDAX Index"
DE000TD0KEL1,KNO,"AMGN/TUBD Zt"
DE000TD267C6,KNO,"Open End-Turbo-Optionsschein"
DE000TD2CMS2,WNT,"Aktien-Optionsschein"
DE000TD30DE2,KNO,"Mini Future Zertifikat"
DE000TD44T92,KNO,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD57522,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD5FWL2,ZER,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD5JYG0,KNO,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD64R08,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD6F514,KNO,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD76X30,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7H294,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7HSE7,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7HTH8,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7HUW5,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7HZ61,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7J1R4,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7LBQ9,KNO,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7YL82,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7YL90,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7YLA5,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD7Z460,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD8AL22,KNO,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD8GH30,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD8GH48,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD8LK04,WNT,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD8QFN4,WNT,"Silver Wheaton Call 50 bis 2020/01 (HSBC)"
DE000TD8T115,KNO,"AURELIUS Equity Opportunities Mini Future Long 32,186 Open-End (HSBC)"
DE000TD90036,ZER,"DAX Faktor 12,00x Short Open End (HSBC)"
DE000TD90085,ZER,"Öl (Brent) Faktor 12,00x Long Open End (HSBC)"
DE000TD912L8,ZER,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD94GL6,KNO,"Nemetschek Endlos Turbo Long 60,543 Open-End (HSBC)"
DE000TD99AA1,IND,"FAKTOR 2 DAX-FUTURE (LONG) INDEX"
DE000TD99AL8,IND,"FAKTOR 10 DAX-FUTURE (SHORT) INDEX"
DE000TD99DG2,ZER,"Silber Long Faktor 12,00x Long Open End (HSBC)"
DE000TD99DU3,ZER,"Gold Long Faktor 12,00x Long Open End (HSBC)"
DE000TD99LC4,ZER,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD99MC2,ZER,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD99NC0,ZER,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD9J916,KNO,"Bechtle Endlos Turbo Long 100,15 Open-End (HSBC)"
DE000TD9S123,ZER,"HSBC TRINKAUS & BURKHARDT AG"
DE000TD9SL13,IND,"FAKTOR 10X LONG SILBER-FUTURE INDEX"
DE000TD9XDW4,KNO,"Silber 1 Unze Fixing Endlos Turbo Long 12,0367 Open-End (HSBC)"
DE000TD9YLU9,WNT,"Micron Technology Call 45 bis 2019/03 (HSBC)"
DE000TLX1005,STK,"Talanx"
DE000TR01Y58,KNO,"DAX Endlos Turbo Short 14.074,67 Open-End (HSBC)"
DE000TR0GHA9,WNT,"Alibaba Group Holding (Spons. ADS) Call 215 bis 2019/03 (HSBC)"
DE000TR0MLN2,WNT,"Siemens Call 150 bis 2021/06 (HSBC)"
DE000TR0N7S0,KNO,"Airbus Endlos Turbo Long 73,101 Open-End (HSBC)"
DE000TR0SLU4,KNO,"McDonald's Endlos Turbo Long 113,2111 Open-End (HSBC)"
DE000TR0TAW1,KNO,"DAX Endlos Turbo Short 14.647,57 Open-End (HSBC)"
DE000TR0X4B1,WNT,"United Internet Call 61 bis 2019/03 (HSBC)"
DE000TR0XYT9,WNT,"PayPal Holdings Call 90 bis 2019/01 (HSBC)"
DE000TR0XZD0,WNT,"Texas Instruments Call 120 bis 2020/01 (HSBC)"
DE000TR16635,WNT,"Nike (B) Call 65 bis 2021/01 (HSBC)"
DE000TR18YR5,KNO,"Walt Disney Endlos Turbo Long 76,2977 Open-End (HSBC)"
DE000TR19FQ4,KNO,"HolidayCheck Group Endlos Turbo Long 1,9026 Open-End (HSBC)"
DE000TR1FRW2,WNT,"Alibaba Group Holding (Spons. ADS) Call 210 bis 2019/06 (HSBC)"
DE000TR1KJG2,KNO,"First Majestic Silver Corporation Endlos Turbo Long 4,2285 Open-End (HSBC)"
DE000TR21MR4,KNO,"Siemens Healthineers Endlos Turbo Long 24,60 Open-End (HSBC)"
DE000TR25TG3,WNT,"Deutsche Bank Call 16 bis 2022/12 (HSBC)"
DE000TR25XX0,WNT,"Fresenius Call 55 bis 2021/12 (HSBC)"
DE000TR28MF4,KNO,"Nike (B) Endlos Turbo Long 63,6716 Open-End (HSBC)"
DE000TR28N01,KNO,"Cameco Endlos Turbo Long 9,0168 Open-End (HSBC)"
DE000TR2A0D0,WNT,"Apple Call 225 bis 2019/12 (HSBC)"
DE000TR2A104,WNT,"Apple Call 225 bis 2021/01 (HSBC)"
DE000TR2A3S2,WNT,"Amazon.com Call 1.850 bis 2019/12 (HSBC)"
DE000TR2A3W4,WNT,"Amazon.com Call 2.050 bis 2019/12 (HSBC)"
DE000TR2A4R2,WNT,"Amazon.com Call 1.800 bis 2021/01 (HSBC)"
DE000TR2A5V1,WNT,"Facebook Registered (A) Call 210 bis 2019/12 (HSBC)"
DE000TR2A8J0,WNT,"Alphabet Registered (C) Call 1.200 bis 2019/12 (HSBC)"
DE000TR2AMF7,WNT,"The Priceline Group Call 2.150 bis 2019/12 (HSBC)"
DE000TR2HS65,WNT,"Vonovia Call 40 bis 2020/12 (HSBC)"
DE000TR2HWN5,WNT,"Dialog Semiconductor Call 24 bis 2020/03 (HSBC)"
DE000TR2HYB6,WNT,"Evonik Industries Call 29 bis 2020/03 (HSBC)"
DE000TR2U0J3,WNT,"Advanced Micro Devices Call 25 bis 2021/01 (HSBC)"
DE000TR2UTP9,WNT,"Microsoft Call 105 bis 2020/01 (HSBC)"
DE000TR2UU23,WNT,"Microsoft Call 120 bis 2021/01 (HSBC)"
DE000TR2UWJ6,WNT,"Micron Technology Call 68 bis 2021/01 (HSBC)"
DE000TR2V1H4,WNT,"Nike (B) Call 85 bis 2019/12 (HSBC)"
DE000TR2V6T8,WNT,"PayPal Holdings Call 120 bis 2020/01 (HSBC)"
DE000TR2VES3,WNT,"Unitedhealth Group Call 260 bis 2019/12 (HSBC)"
DE000TR2VEV7,WNT,"Unitedhealth Group Call 280 bis 2020/01 (HSBC)"
DE000TR2VJU8,WNT,"Visa Registered (A) Call 130 bis 2021/01 (HSBC)"
DE000TR38SL8,KNO,"Roche Holding Endlos Turbo Long 168,59 Open-End (HSBC)"
DE000TR39819,WNT,"Wirecard Call 210 bis 2019/12 (HSBC)"
DE000TR39J38,ZER,"Daimler Bonus Cap 44 bis 2019/09 (HSBC)"
DE000TR39KB4,ZER,"Deutsche Telekom Bonus Cap 11 bis 2019/09 (HSBC)"
DE000TR3LX87,ZER,"Silber 1 Unze Fixing Faktor 10,00x Long Open End (HSBC)"
DE000TR3LXS2,ZER,"DAX Faktor 15,00x Short Open End (HSBC)"
DE000TR3QW75,ZER,"Wirecard Discount 120 bis 2020/03 (HSBC)"
DE000TR3RVE3,WNT,"Wirecard Call 180 bis 2020/06 (HSBC)"
DE000TR3WQN4,WNT,"Apple Call 180 bis 2020/06 (HSBC)"
DE000TR3WTR9,WNT,"Amazon.com Call 1.720 bis 2020/06 (HSBC)"
DE000TR3WY59,WNT,"Electronic Arts Call 150 bis 2019/12 (HSBC)"
DE000TR3XDS9,WNT,"Nike (B) Call 72 bis 2020/06 (HSBC)"
DE000TR3XJC0,WNT,"Tesla Call 300 bis 2021/01 (HSBC)"
DE000TR3XQT9,WNT,"Amazon.com Put 1.450 bis 2021/01 (HSBC)"
DE000TR3Y268,WNT,"Tesla Put 260 bis 2021/01 (HSBC)"
DE000TR429J1,WNT,"Intel Call 48 bis 2020/01 (HSBC)"
DE000TR45HE1,KNO,"Agnico Eagle Mines Endlos Turbo Long 32,6073 Open-End (HSBC)"
DE000TR4A0N7,KNO,"Dt. Beteiligungs AG Mini Future Long 28,8935 Open-End (HSBC)"
DE000TR4P4F8,KNO,"Gold Endlos Turbo Long 921,9712 Open-End (HSBC)"
DE000TR4U7Q1,ZER,"Daimler Bonus Cap 39 bis 2019/12 (HSBC)"
DE000TR5H086,ZER,"Facebook Registered (A) Discount 120 bis 2020/03 (HSBC)"
DE000TR5H4F7,ZER,"Tesla Discount 120 bis 2019/12 (HSBC)"
DE000TR5K684,KNO,"McDonald's Endlos Turbo Long 164,6946 Open-End (HSBC)"
DE000TR5WJ49,WNT,"Allianz Call 205 bis 2020/12 (HSBC)"
DE000TR5Y1U1,WNT,"Unilever Call 50 bis 2020/12 (HSBC)"
DE000TR62QP3,KNO,"LPKF Laser & Electronics Mini Future Long 6,8609 Open-End (HSBC)"
DE000TR6AX87,WNT,"Mastercard Registered (A) Call 270 bis 2020/12 (HSBC)"
DE000TR6BM71,WNT,"Tesla Put 230 bis 2020/12 (HSBC)"
DE000TR6K369,KNO,"Roche Holding Endlos Turbo Long 234,3002 Open-End (HSBC)"
DE000TR6KMB6,KNO,"Öl (WTI) Endlos Turbo Long 47,61 Open-End (HSBC)"
DE000TR6LK71,KNO,"eBay Mini Future Long 26,5474 Open-End (HSBC)"
DE000TR6QBD2,WNT,"Alibaba Group Holding Call 180 bis 2020/12 (HSBC)"
DE000TR6TK32,KNO,"Gold Endlos Turbo Short 1.560,5711 Open-End (HSBC)"
DE000TR6USG1,KNO,"Mastercard Registered (A) Mini Future Long 190,2153 Open-End (HSBC)"
DE000TR6XKU3,WNT,"Intuit Call 300 bis 2021/01 (HSBC)"
DE000TR6XVP0,WNT,"Alibaba Group Holding Call 195 bis 2020/09 (HSBC)"
DE000TR73PS6,KNO,"US Tech 100 Endlos Turbo Long 7.188,65 Open-End (HSBC)"
DE000TR7KL70,KNO,"Tesla Endlos Turbo Long 168,9929 Open-End (HSBC)"
DE000TR7M413,WNT,"Adobe Call 330 bis 2021/01 (HSBC)"
DE000TR7MDM6,WNT,"Mastercard Registered (A) Call 320 bis 2022/01 (HSBC)"
DE000TR7SN05,WNT,"Münchener Rück Call 230 bis 2019/12 (HSBC)"
DE000TR81E06,KNO,"Gold Endlos Turbo Long 1.513,0154 Open-End (HSBC)"
DE000TR8AY76,KNO,"TRATON Endlos Turbo Long 19,6688 Open-End (HSBC)"
DE000TR8G6Q7,KNO,"Endlos Turbo Long Open-End (HSBC)"
DE000TR8LU93,KNO,"DAX Endlos Turbo Short 12.559 Open-End (HSBC)"
DE000TR8NEK4,KNO,"First Majestic Silver Corporation Endlos Turbo Long 9,194 Open-End (HSBC)"
DE000TR8NYJ4,WNT,"Wirecard Call 150 bis 2020/09 (HSBC)"
DE000TR8NYN6,WNT,"Wirecard Call 160 bis 2020/09 (HSBC)"
DE000TR8ST24,KNO,"K+S Turbo Long 11,20 bis 2020/03 (HSBC)"
DE000TR8V164,KNO,"Software Endlos Turbo Long 21,1006 Open-End (HSBC)"
DE000TR8XT19,KNO,"Instone Real Estate Group Mini Future Long 12,8094 Open-End (HSBC)"
DE000TRAT0N7,STK,"TRATON"
DE000TUAG000,STK,"TUI"
DE000UB0C7S5,ZER,"Open-End Zertifikat"
DE000UB0C7T3,ZER,"Open-End Zertifikat"
DE000UB87S74,ZER,"UBS AG, LONDON BRANCH"
DE000UBS0SM8,ZER,"UBS the Smart Mobility Basket Index Zertifikat bis 2025/01 (UBS)"
DE000UBS13D0,ZER,"UBS Open End Zertifikat"
DE000UBS1BX9,ZER,"Solactive Europe Big Data Sentiment Index Index Zertifikat Open-End (UBS)"
DE000UBS1FA8,ZER,"UBS AG, LONDON BRANCH"
DE000UBS1FT8,ZER,"Open End Zertifikat auf Solactive FinTech 20 Index"
DE000UBS1QX7,ZER,"UBS AG, LONDON BRANCH"
DE000UBS2QX5,ZER,"QIX Dividenden Europa Index Net Return Index Zertifikat Open-End (UBS)"
DE000UBS9EM9,ZER,"Solactive Elek. und Autonomes Fahren Tech. Index Index Zertifikat Open-End (UBS)"
DE000UF0AA83,ZER,"Amazon.com Long Faktor 10,00x Long Open End (UBS)"
DE000UF0AG20,ZER,"Activision Blizzard Long Faktor 8,00x Long Open End (UBS)"
DE000UF0AGQ1,ZER,"Teva Pharmaceutical Industries Long Faktor 8,00x Long Open End (UBS)"
DE000UF0AML0,ZER,"Wirecard Long Faktor 9,00x Long Open End (UBS)"
DE000UF0AYF7,ZER,"Wirecard Long Faktor 10,00x Long Open End (UBS)"
DE000UF0AZY5,ZER,"Evotec Long Faktor 8,00x Long Open End (UBS)"
DE000UNSE018,STK,"Uniper"
DE000UU2EZG1,KNO,"SAP/UBSL Wts"
DE000UV058P6,KNO,"Wirecard Endlos Turbo Long 73 Open-End (UBS)"
DE000UV0ULG0,KNO,"DAX Endlos Turbo Short 13.800 Open-End (UBS)"
DE000UV1CCV4,KNO,"Platin Mini Future Long 714 Open-End (UBS)"
DE000UV1LVR3,KNO,"Amazon.com Endlos Turbo Long 1.066 Open-End (UBS)"
DE000UV21DF8,KNO,"EUR/JPY Mini Future Short 158,40 Open-End (UBS)"
DE000UV30560,KNO,"Infineon Technologies Endlos Turbo Long 12,50 Open-End (UBS)"
DE000UV3R4H3,KNO,"Lanxess Endlos Turbo Short 81 Open-End (UBS)"
DE000UV57VV1,KNO,"Siemens Healthineers Endlos Turbo Long 30,50 Open-End (UBS)"
DE000UV5VPA1,KNO,"Gold Endlos Turbo Long 990 Open-End (UBS)"
DE000UV67LC1,KNO,"Evotec Endlos Turbo Long 10,75 Open-End (UBS)"
DE000UV6K0Q6,KNO,"Microsoft Endlos Turbo Long 88,50 Open-End (UBS)"
DE000UV6KTU2,KNO,"Amazon.com Endlos Turbo Long 1.345,50 Open-End (UBS)"
DE000UV6N8U8,KNO,"Siemens Healthineers Endlos Turbo Long 31 Open-End (UBS)"
DE000UV8LW34,ZER,"Lufthansa Bonus Cap 15,69 bis 2019/09 (UBS)"
DE000UV9FE41,KNO,"Wirecard Endlos Turbo Long 137 Open-End (UBS)"
DE000UW0HFD5,KNO,"UBS AG, LONDON BRANCH"
DE000UW567V3,KNO,"UBS AG, LONDON BRANCH"
DE000UW63C18,KNO,"UBS AG, LONDON BRANCH"
DE000UW6NUT5,KNO,"UBS AG, LONDON BRANCH"
DE000UW6Q7Y7,KNO,"UBS AG, LONDON BRANCH"
DE000UW7TCD2,KNO,"UBS AG, LONDON BRANCH"
DE000UW87TF3,KNO,"Advanced Micro Devices Mini Future Long 8,36 Open-End (UBS)"
DE000UW8AKW3,KNO,"Boeing Endlos Turbo Long 184,0252 Open-End (UBS)"
DE000UW8D303,ZER,"Global E-Mobility Pioneers Equity Basket Index Zertifikat bis 2021/06 (UBS)"
DE000UW9UJZ4,KNO,"E.ON Mini Future Long 7,56 Open-End (UBS)"
DE000UX5EUL2,KNO,"Bayer Endlos Turbo Short 86,50 Open-End (UBS)"
DE000UX66WC6,KNO,"JD.com (A) Endlos Turbo Long 13 Open-End (UBS)"
DE000UX6MK50,KNO,"USD/JPY Endlos Turbo Short 121 Open-End (UBS)"
DE000UX782F0,KNO,"Amazon.com Endlos Turbo Short 1.842 Open-End (UBS)"
DE000UX7FFD3,KNO,"Amazon.com Endlos Turbo Short 1.998 Open-End (UBS)"
DE000UX7GNG8,KNO,"United Internet Endlos Turbo Long 18 Open-End (UBS)"
DE000UX7LLU3,KNO,"Bayer Endlos Turbo Short 79 Open-End (UBS)"
DE000UX8JFZ6,KNO,"Deutsche Bank Endlos Turbo Long 9 Open-End (UBS)"
DE000UX9BZN5,KNO,"Wacker Chemie Endlos Turbo Long 54 Open-End (UBS)"
DE000UY08RU8,KNO,"S&P 500 Endlos Turbo Long 2.570 Open-End (UBS)"
DE000UY13Z77,KNO,"Activision Blizzard Endlos Turbo Long 30 Open-End (UBS)"
DE000UY2BGV2,KNO,"Procter & Gamble Endlos Turbo Long 96 Open-End (UBS)"
DE000UY31PW0,KNO,"Wirecard Endlos Turbo Long 117,50 Open-End (UBS)"
DE000UY35F91,KNO,"Wirecard Endlos Turbo Long 115 Open-End (UBS)"
DE000UY3B3U0,KNO,"Mastercard Registered (A) Endlos Turbo Long 216 Open-End (UBS)"
DE000UY3NTS4,KNO,"Wirecard Endlos Turbo Long 103 Open-End (UBS)"
DE000UY3T340,KNO,"DAX Endlos Turbo Short 14.700 Open-End (UBS)"
DE000UY4KZ48,KNO,"Wirecard Endlos Turbo Long 128 Open-End (UBS)"
DE000UY5C6P0,KNO,"ArcelorMittal Endlos Turbo Long 9,80 Open-End (UBS)"
DE000UY5FNJ7,KNO,"Facebook Registered (A) Endlos Turbo Long 162 Open-End (UBS)"
DE000UY7GBM0,KNO,"Barrick Gold Corporation Endlos Turbo Long 16,20 Open-End (UBS)"
DE000UY7HKS6,KNO,"USD/JPY Endlos Turbo Long 104,50 Open-End (UBS)"
DE000UY7TQ96,KNO,"Vonovia Endlos Turbo Short 48 Open-End (UBS)"
DE000VA234L6,ZER,"Alibaba Group Holding (Spons. ADS) Faktor 8,00x Long Open End (VON)"
DE000VA3BPR6,ZER,"Vontobel Gene Therapy Performance-Index Index Zertifikat Open-End (VON)"
DE000VA9H372,ZER,"Solactive 5G Technology Performance-Index Index Zertifikat Open-End (VON)"
DE000VA9QF98,ZER,"Micron Technology Bonus Cap 26 bis 2019/09 (VON)"
DE000VF0ETH4,ZER,"XET/USD Index Zertifikat Open-End (VON)"
DE000VF1BEL2,KNO,"EUR/NOK Mini Future Short 10,388 Open-End (VON)"
DE000VF1UBU9,WNT,"Vonovia Call 43 bis 2020/06 (VON)"
DE000VF1UQ47,WNT,"McDonald's Call 240 bis 2020/12 (VON)"
DE000VF1UQN2,WNT,"McDonald's Put 145 bis 2020/12 (VON)"
DE000VF6VPW2,WNT,"Put bis 2019/11 (VON)"
DE000VF7R1P9,ZER,"XRP/USD Index Zertifikat Open-End (VON)"
DE000VF7XBP0,ZER,"Faktor Long Open End (VON)"
DE000VL14DB1,ZER,"adidas Faktor 10,00x Long Open End (VON)"
DE000VL14E34,ZER,"10X Short Index linked to Facebook Inc. Short Faktor 10,00x Short Open End (VON)"
DE000VL14ES3,ZER,"Amazon.com Faktor 8,00x Long Open End (VON)"
DE000VL14EY1,ZER,"Apple Faktor 10,00x Long Open End (VON)"
DE000VL1CUU9,KNO,"Long Mini Future auf Kakao Future 07/2017 (ICE) USD"
DE000VL1JFW1,KNO,"Long Mini Future auf AUD per 1 EUR"
DE000VL1L5P0,ZER,"Vontobel Faktor 15X Short Index linked to DAX® V4"
DE000VL22N17,KNO,"Long Mini Future auf Vonovia SE"
DE000VL35LN4,ZER,"Teva Pharmaceutical Industries (Spons. ADR) Faktor 3,00x Long Open End (VON)"
DE000VL35LW5,ZER,"Tesla Faktor 3,00x Long Open End (VON)"
DE000VL3SJB4,ZER,"Solactive Artificial Intelligence Performance-Index Index Zertifikat Open-End (VON)"
DE000VL66YL6,WNT,"Barrick Gold Corporation Call 18 bis 2019/12 (VON)"
DE000VL6LBC7,ZER,"Bitcoin Index Zertifikat Open-End (VON)"
DE000VL8U291,ZER,"DAX Faktor 15,00x Long Open End (VON)"
DE000VL8U4D1,ZER,"Netflix Faktor 5,00x Short Open End (VON)"
DE000VL8U606,ZER,"Allergan Faktor 5,00x Long Open End (VON)"
DE000VL8U689,ZER,"Valeant Pharmaceuticals International Faktor 5,00x Long Open End (VON)"
DE000VL99BC4,ZER,"BCH/USD Index Zertifikat Open-End (VON)"
DE000VL9NBT1,ZER,"Solactive Blockchain Technology Performance-Index Index Zertifikat Open-End (VON)"
DE000VN19ER0,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN2W4E9,KNO,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN41U96,KNO,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN4AA16,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN4YVE7,KNO,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN51793,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN56BE6,KNO,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN57EQ2,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN64M64,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN64N30,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN64N71,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN64P95,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN64PB6,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VN8QJ07,KNO,"Put Turbo-Optionsschein Open End auf DAX"
DE000VN9RLY9,KNO,"XBT/USD Mini Future Long 2.641 Open-End (VON)"
DE000VN9ZR70,ZER,"Apple Faktor 10,00x Long Open End (VON)"
DE000VS04PR7,KNO,"XBT/USD Mini Future Long 3.141 Open-End (VON)"
DE000VS17C28,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS1EEH9,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS2MQB7,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS32XV4,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS4BKB9,KNO,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS5ZCS6,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS66J39,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS66J70,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS66JU3,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS66KA3,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS6G446,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS6NCP6,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS6STN4,KNO,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS89M11,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS8Y403,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VS92AW4,ZER,"VONTOBEL FINANCIAL PRODUCTS GMBH"
DE000VT0DL45,ZER,"D1BP/VONT Zt"
DE000VTA3LU9,ZER,"VTLUXUS/VONT Zt"
DE000VTG9999,STK,"VTG"
DE000VZ443N0,ZER,"Vontobel Faktor Zertifikat 4X Long Index linked to Unilever NV"
DE000VZ4AT43,ZER,"Vontobel Faktor Zertifikat 4X Long Index linked to Daimler AG"
DE000VZ4RCT5,ZER,"Vontobel Faktor Zertifikat 5X Long Index linked to Bayer AG"
DE000VZ6ASM7,ZER,"Open End Partizipationszertifikat auf den Solactive Social Media Titans Performance-Index"
DE000VZ6BF87,ZER,"Vontobel Faktor 8X Long Index linked to Gold (Troy Ounce)"
DE000VZ6BGA5,ZER,"Vontobel Faktor 10X Long Index linked to Gold (Troy Ounce)"
DE000VZ6HG49,ZER,"Vontobel Faktor 5X Long Index linked to Alibaba Group Holding Ltd."
DE000VZ8L120,ZER,"Vontobel Faktor 12X Long Index linked to DAX"
DE000VZ8VL59,ZER,"Vontobel Faktor Vontobel 12X Long Index linked to Nasdaq-100 Index® V2"
DE000WACK012,STK,"Wacker Neuson"
DE000WAF3001,STK,"SILTRONIC AG"
DE000WCH8881,STK,"Wacker Chemie"
DE000WGFH042,BND,"WGF 6,35 % bis 02/14"
DE000WGZ8EV6,ZER,"DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK "
DE000WGZ8SF9,ZER,"DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK "
DE000WNDL193,STK,"windeln.de"
DE000XM3B6P2,KNO,"DAX WAVE Unlimited Put"
DE000XM4F0M7,KNO,"USD/JPY WAVE Unlimited Put"
DE000XM60NZ6,KNO,"COMMERZBANK AG"
DE000XM8TF14,ZER,"DEUTSCHE BANK AG"
DE000XM97UW0,KNO,"DEUTSCHE BANK AG"
DE000ZAL1111,STK,"Zalando"
DE000ZDWT018,STK,"ZhongDe Waste Technology"
DK0010181676,STK,"Carlsberg (A)"
DK0010181759,STK,"Carlsberg (B)"
DK0010201102,STK,"Koebenhavns Lufthavne"
DK0010218429,STK,"Bang & Olufsen"
DK0010219153,STK,"Rockwool International (B)"
DK0010234467,STK,"FLSmidth & A/S"
DK0010244425,STK,"A.P. Moeller - Maersk (A)"
DK0010244508,STK,"A.P. Moeller - Maersk (B)"
DK0010268606,STK,"Vestas Wind Systems"
DK0010272202,STK,"Genmab"
DK0010272632,STK,"GN Store Nord"
DK0010287234,STK,"H. Lundbeck"
DK0010287663,STK,"NKT"
DK0015998017,STK,"Bavarian Nordic"
DK0016262058,FND,"Jyske Stable Strategy CL € acc"
DK0016262132,FND,"Jyske Balanced Strategy €"
DK0060027142,STK,"Alk-Abello (B)"
DK0060048148,STK,"Veloxis Pharmaceuticals"
DK0060068682,STK,"Scandinavian Private Equity"
DK0060079531,STK,"DSV Bearer and/or registered"
DK0060094928,STK,"Orsted"
DK0060194207,FND,"Jyske High Grade Corporate Bonds"
DK0060227585,STK,"Chr. Hansen Holding"
DK0060228559,STK,"TDC"
DK0060252690,STK,"Pandora"
DK0060336014,STK,"Novozymes (B)"
DK0060448595,STK,"Coloplast (B)"
DK0060477503,STK,"Topdanmark"
DK0060495240,STK,"SimCorp"
DK0060534915,STK,"Novo Nordisk (B)"
DK0060636678,STK,"Tryg"
DK0060647287,FND,"Sydinvest Far East Equities B € Acc"
DK0060696300,STK,"Scandinavian Tobacco Group"
DK0060738599,STK,"Demant"
DK0060946788,STK,"Ambu Bearer and/or registered (B)"
DK0061078425,STK,"StenoCare Bearer and/or registered"
DK0061141215,STK,"Neurosearch Bearer and/or registered"
EE0000001105,STK,"Tallinna Kaubamaja Grupp"
EE3100004466,STK,"Tallink Grupp"
EE3100026436,STK,"Tallinna Vesi (A)"
EOS~BTC,CRYP,"EOS (EOS) zu Bitcoin (BTC)"
EOS~ETH,CRYP,"EOS (EOS) zu Ethereum (ETH)"
